0.00245643, 0
0.00501223, 0
0.00749037, 0
0.00997237, 0
0.0124469, -5
0.0149262, -4
0.0174078, -7
0.0198843, -6
0.0223599, -9
0.0248577, -7
0.0273332, -12
0.0298149, -7
0.0322907, -13
0.0347699, -9
0.0372523, -13
0.0397275, -9
0.0422028, -15
0.0446884, -10
0.0471793, -16
0.049662, -11
0.0521536, -16
0.0546407, -11
0.0571325, -17
0.0596314, -11
0.0621083, -11
0.0645868, -16
0.0670837, -11
0.069572, -16
0.0720518, -11
0.0745304, -17
0.0770063, -12
0.0794881, -18
0.0819636, -12
0.0844427, -17
0.0869214, -12
0.089395, -18
0.091893, -12
0.0943671, -19
0.0968616, -13
0.099341, -19
0.101814, -13
0.104296, -18
0.106778, -12
0.109254, -19
0.111733, -13
0.114218, -20
0.116694, -13
0.119191, -20
0.121682, -13
0.124167, -19
0.126647, -13
0.129128, -19
0.13161, -14
0.134085, -19
0.136569, -13
0.139049, -20
0.14154, -12
0.144023, -19
0.146516, -12
0.149001, -20
0.151488, -13
0.153972, -14
0.156449, -19
0.158921, -13
0.161419, -20
0.163897, -13
0.166381, -19
0.16886, -13
0.171335, -20
0.173818, -13
0.176296, -20
0.178769, -13
0.181251, -21
0.183744, -12
0.186244, -20
0.188737, -13
0.191218, -21
0.193717, -14
0.196204, -20
0.198682, -13
0.201174, -20
0.203658, -13
0.206139, -20
0.20862, -14
0.211099, -20
0.213591, -14
0.216075, -19
0.218549, -14
0.221031, -19
0.223514, -13
0.226007, -19
0.228489, -13
0.230964, -20
0.233448, -13
0.235948, -20
0.238424, -13
0.240906, -19
0.243383, -13
0.24587, -20
0.248348, -13
0.250829, -13
0.253323, -20
0.255802, -13
0.258283, -20
0.260765, -13
0.263238, -20
0.265724, -13
0.268198, -20
0.270673, -13
0.273153, -20
0.275632, -13
0.278107, -20
0.280605, -13
0.283082, -20
0.285582, -13
0.288054, -20
0.290533, -14
0.293016, -19
0.295493, -14
0.297973, -19
0.300449, -13
0.302922, -20
0.305406, -14
0.307882, -13
0.310369, -20
0.312851, -13
0.315327, -20
0.317809, -13
0.320283, -19
0.322773, -14
0.325258, -20
0.32775, -13
0.330231, -20
0.332703, -14
0.335182, -20
0.337679, -14
0.340152, -21
0.342634, -13
0.345118, -21
0.347594, -14
0.350076, -20
0.352551, -13
0.355029, -20
0.357511, -14
0.360002, -20
0.362482, -14
0.364961, -20
0.367436, -13
0.36993, -20
0.372408, -12
0.374896, -20
0.377374, -13
0.379848, -14
0.3834, -7
0.385972, -37
0.388472, -13
0.39096, -20
0.393438, -12
0.39593, -20
0.398411, -13
0.400887, -19
0.403372, -14
0.405848, -20
0.408328, -13
0.4108, -20
0.413285, -13
0.415765, -20
0.418245, -14
0.420723, -20
0.4232, -13
0.425677, -19
0.428156, -13
0.430648, -20
0.433131, -14
0.43563, -20
0.438103, -14
0.440586, -14
0.443064, -20
0.445546, -13
0.448044, -19
0.450516, -14
0.452997, -20
0.45549, -13
0.457968, -20
0.460448, -14
0.462922, -21
0.465408, -13
0.467896, -20
0.470375, -13
0.472871, -20
0.475363, -14
0.477858, -20
0.480346, -13
0.482827, -14
0.485319, -20
0.493529, -13
0.496199, 0
0.498816, 0
0.501415, -95
0.503963, -21
0.506444, -13
0.508926, -21
0.511417, -13
0.5139, -20
0.516383, -14
0.518874, -20
0.521356, -13
0.523844, -12
0.526345, -20
0.528818, -13
0.531294, -21
0.533775, -13
0.536268, -20
0.538749, -13
0.541225, -19
0.543697, -13
0.546182, -19
0.548658, -13
0.551134, -20
0.553616, -14
0.556092, -20
0.558574, -13
0.561076, -20
0.563552, -13
0.566054, -20
0.568528, -14
0.571025, -20
0.573502, -13
0.575987, -20
0.578464, -14
0.580937, -19
0.583432, -14
0.585911, -20
0.588393, -13
0.590875, -20
0.593362, -14
0.595864, -19
0.59834, -13
0.600824, -20
0.603299, -14
0.605777, -14
0.608259, -20
0.610734, -13
0.613211, -20
0.615695, -13
0.61817, -20
0.620666, -13
0.62314, -20
0.625619, -14
0.628113, -20
0.630604, -13
0.633081, -21
0.635575, -13
0.638064, -20
