18.1697, 2.2, 0, 0, 0
18.1754, 2.2, 0, 0, 0
18.1812, 2.2, 0, 0, 0
18.1869, 2.2, 0, 0, 0
18.1926, 2.2, 0, 0, 0
18.1984, 2.2, 0, 0, 0
18.2041, 2.2, 0, 0, 0
18.2098, 2.2, 0, 0, 0
18.2155, 2.2, 0, 0, 0
18.2213, 2.2, 0, 0, 0
18.227, 2.2, 0, 0, 0
18.2328, 2.2, 0, 0, 0
18.2385, 2.2, 0, 0, 0
18.2442, 2.2, 0, 0, 0
18.25, 2.2, 0, 0, 0
18.2557, 2.2, 0, 0, 0
18.2615, 2.2, 0, 0, 0
18.2672, 2.2, 0, 0, 0
18.273, 2.2, 0, 0, 0
18.2787, 2.2, 0, 0, 0
18.2844, 2.2, 0, 0, 0
18.2902, 2.2, 0, 0, 0
18.2959, 6.2, 0, 0, 0
18.3016, 7.2, 0, 0, 0
18.3073, 7.2, 0, 0, 0
18.313, 7.2, 0, 0, 0
18.3188, 7.2, 0, 0, 0
18.3245, 7.2, 0, 0, 0
18.3302, 7.2, 0, 0, 0
18.336, 7.2, 0, 0, 0
18.3417, 7.2, 0, 0, 0
18.3475, 7.2, 0, 0, 0
18.3532, 7.2, 0, 0, 0
18.3589, 8.6, 0, 0, 0
18.3647, 8.6, 0, 0, 0
18.3704, 8.4, 0, 0, 0
18.3761, 8.4, 0, 0, 0
18.3818, 8.4, 0, 0, 0
18.3876, 8.4, 0, 0, 0
18.3933, 8.4, 0, 0, 0
18.3991, 8.4, 0, 0, 0
18.4048, 8.4, 0, 0, 0
18.4105, 8.4, 0, 0, 0
18.4162, 8.4, 0, 0, 0
18.422, 8.4, 0, 0, 0
18.4277, 8.4, 0, 0, 0
18.4335, 8.4, 0, 0, 0
18.4392, 8.4, 0, 0, 0
18.4449, 8.4, 0, 0, 0
18.4506, 8.4, 0, 0, 0
18.4564, 8.4, 0, 0, 0
18.4621, 8.4, 0, 0, 0
18.4678, 8.4, 0, 0, 0
18.4736, 8.4, 0, 0, 0
18.4793, 8.8, 0, 0, 0
18.4851, 8.8, 0, 0, 0
18.4908, 8.8, 0, 0, 0
18.4965, 8.8, 0, 0, 0
18.5022, 8.8, 0, 0, 0
18.508, 8.8, 0, 0, 0
18.5137, 8.8, 0, 0, 0
18.5194, 8.8, 0, 0, 0
18.5252, 8.8, 0, 0, 0
18.5309, 8.8, 0, 0, 0
18.5367, 8.8, 0, 0, 0
18.5424, 9.4, 0, 0, 0
18.5481, 9.4, 0, 0, 0
18.5539, 9.4, 0, 0, 0
18.5596, 9.4, 0, 0, 0
18.5653, 9.4, 0, 0, 0
18.5711, 9.4, 0, 0, 0
18.5768, 9.4, 0, 0, 0
18.5825, 9.4, 0, 0, 0
18.5883, 9.4, 0, 0, 0
18.594, 9.4, 0, 0, 0
18.5997, 9.4, 0, 0, 0
18.6055, 8.8, 0, 0, 0
18.6112, 8.8, 0, 0, 0
18.6169, 8.8, 0, 0, 0
18.6226, 8.8, 0, 0, 0
18.6284, 8.8, 0, 0, 0
18.6341, 8.8, 0, 0, 0
18.6398, 8.8, 0, 0, 0
18.6456, 8.8, 0, 0, 0
18.6513, 8.8, 0, 0, 0
18.657, 8.8, 0, 0, 0
18.6628, 8.8, 0, 0, 0
18.6685, 9.2, 0, 0, 0
18.6743, 9.2, 0, 0, 0
18.68, 9.2, 0, 0, 0
18.6857, 9.2, 0, 0, 0
18.6915, 9.2, 0, 0, 0
18.6972, 9.2, 0, 0, 0
18.703, 9.2, 0, 0, 0
18.7087, 9.2, 0, 0, 0
18.7144, 9.2, 0, 0, 0
18.7201, 9.2, 0, 0, 0
18.7259, 9.2, 0, 0, 0
18.7316, 9.4, 0, 0, 0
18.7373, 9.4, 0, 0, 0
18.7431, 9.4, 0, 0, 0
18.7488, 9.4, 0, 0, 0
18.7546, 9.4, 0, 0, 0
18.7603, 9.4, 0, 0, 0
18.7661, 9.4, 0, 0, 0
18.7718, 9.4, 0, 0, 0
18.7775, 9.4, 0, 0, 0
18.7832, 9.4, 0, 0, 0
18.789, 9.6, 0, 0, 0
18.7947, 9.6, 0, 0, 0
18.8004, 9.6, 0, 0, 0
18.8062, 9.6, 0, 0, 0
18.8119, 9.6, 0, 0, 0
18.8176, 9.6, 0, 0, 0
18.8234, 9.6, 0, 0, 0
18.8291, 9.6, 0, 0, 0
18.8349, 9.6, 0, 0, 0
18.8406, 9.6, 0, 0, 0
18.8463, 9.6, 0, 0, 0
18.8521, 10.4, 0, 0, 0
