0.992686, -334, -222, -111
0.998404, -502, -446, -111
1.00413, -501, -501, -390
1.00986, -779, -779, -556
1.0156, -890, -1001, -723
1.02133, -779, -946, -612
1.02703, -1063, -1287, -839
1.03277, -1113, -1224, -835
1.03851, -1055, -1222, -778
1.04424, -891, -1002, -612
1.04994, -1175, -1287, -1007
1.05567, -1282, -1449, -1059
1.06139, -1449, -1561, -1282
1.06709, -1231, -1343, -951
1.07284, -1221, -1499, -1277
1.07858, -944, -1445, -1278
1.08433, -1444, -1055, -1333
1.09006, -1224, -1558, -1112
1.09579, -1506, -1561, -1394
1.10153, -1445, -1612, -1390
1.10728, -1220, -1275, -1220
1.11304, -1496, -1606, -1496
1.11877, -1616, -1783, -1449
1.12451, -1556, -1667, -1500
1.13021, -895, -1566, -1063
1.13594, -1560, -1728, -1226
1.14166, -1675, -1786, -1563
1.14736, -1454, -1510, -1398
1.15309, -1728, -1951, -1617
1.15879, -1733, -1789, -1733
1.16453, -1781, -1836, -1725
1.17028, -1443, -1554, -1443
1.17605, -1658, -1879, -1824
1.18177, -1731, -1955, -1843
1.1875, -1669, -1891, -1780
1.19322, -1508, -1732, -1341
1.19894, -1896, -2008, -1785
1.20466, -1897, -2008, -1897
1.21038, -1560, -1672, -1504
1.2161, -1899, -2011, -1843
1.22182, -2008, -2008, -1785
1.22756, -2001, -1890, -1835
1.2333, -1612, -1723, -1612
1.23903, -2005, -2060, -1838
1.24476, -2061, -2117, -1949
1.25049, -1726, -1670, -1614
1.25621, -2010, -2066, -1898
1.26194, -1949, -2339, -1893
1.26764, -2013, -2125, -1901
1.27338, -1724, -1780, -1613
1.27911, -1838, -2116, -1949
1.28482, -1956, -2235, -1900
1.29056, -1779, -1779, -1613
1.29631, -1943, -2276, -1943
1.30204, -1838, -2173, -1950
1.30776, -2007, -2175, -1952
1.31349, -1727, -1839, -1616
1.31922, -2004, -2171, -1948
1.32494, -2007, -2118, -1895
1.33068, -1667, -1834, -1667
1.33639, -2069, -2181, -2069
1.34211, -2009, -2177, -1953
1.34784, -2116, -2227, -2060
1.35362, -1656, -1822, -1711
1.35936, -2001, -2112, -2056
1.36509, -2116, -2228, -2005
1.3708, -1733, -1900, -1733
1.37655, -2054, -2110, -2054
1.38229, -2113, -2168, -2113
1.388, -2124, -2179, -2068
1.39541, -1981, -1895, -1723
1.40125, -2076, -2131, -2076
1.40697, -1785, -1897, -1674
1.41271, -2168, -2668, -2057
1.41843, -2175, -2175, -2231
1.42417, -2057, -2391, -2113
1.42988, -1845, -1845, -1733
1.4356, -2175, -2287, -2008
1.44134, -2055, -2111, -2111
1.44706, -1619, -1843, -1675
1.45281, -2052, -2385, -2108
1.45852, -2125, -2293, -2125
1.46424, -2120, -2176, -2064
1.46998, -1666, -1999, -1721
1.47573, -1943, -2165, -1998
1.48146, -2175, -2286, -2007
1.48717, -1732, -2012, -1732
1.49289, -2120, -2176, -2176
1.49863, -2167, -2333, -2111
1.50433, -1958, -2293, -2070
1.51007, -1892, -1836, -1836
1.51581, -2058, -2336, -2169
1.52153, -2120, -2343, -2176
1.52725, -1784, -1338, -1729
1.53296, -2122, -2122, -2178
1.53873, -2158, -2269, -2213
1.54447, -2224, -2280, -2113
1.5502, -1839, -1894, -1783
1.55593, -2170, -2225, -1947
1.56167, -2227, -2729, -2060
1.5674, -1724, -1724, -1779
1.57315, -2279, -2446, -2112
1.57886, -2180, -2068, -2235
1.58458, -1953, -2399, -2176
1.5903, -2062, -2006, -1783
1.59606, -2162, -2106, -2162
1.60179, -1838, -2450, -2116
1.60754, -1886, -2274, -1886
1.61325, -2292, -2068, -2068
1.61901, -1996, -2495, -1996
1.62475, -2113, -2224, -2280
1.63047, -1505, -2007, -1728
1.63619, -2008, -2287, -2064
1.64191, -2289, -2345, -1954
1.64762, -1788, -1955, -1676
1.65335, -2117, -2117, -2228
1.65907, -2176, -2455, -2176
1.66481, -2110, -2388, -2165
1.67053, -1785, -1562, -1841
1.67628, -2166, -2055, -2110
1.68201, -2172, -2339, -2227
1.68772, -1787, -1954, -1843
1.69346, -2115, -2226, -2059
1.69919, -2225, -2392, -2170
1.70492, -1896, -1952, -2008
1.71064, -2229, -2229, -2062
1.71635, -2179, -2290, -2011
1.72208, -2175, -2287, -2287
1.72779, -1843, -1843, -1731
1.73351, -2174, -2676, -2174
1.73926, -2109, -2109, -2164
1.74499, -2005, -1838, -1949
1.75072, -2118, -2397, -2118
1.75644, -1953, -2288, -2009
1.76217, -1946, -2613, -2446
1.76789, -1954, -1899, -1731
1.77362, -2117, -2340, -2061
1.77935, -2171, -2338, -2282
1.78509, -1669, -1891, -1613
1.79083, -2057, -2280, -2335
1.79655, -2117, -2229, -2229
1.80227, -2120, -2231, -2175
1.808, -1727, -1950, -1782
1.81375, -2109, -2054, -1998
1.81947, -2119, -2175, -2175
1.82519, -1731, -1842, -1954
1.83091, -2119, -2119, -2174
1.83663, -2175, -2286, -2119
1.84235, -1842, -1898, -1898
1.84807, -2122, -2345, -2122
1.85379, -2175, -2454, -2119
1.85949, -2293, -2293, -2461
1.8652, -1844, -2068, -1788
1.87091, -2238, -2014, -2182
1.87662, -2179, -2347, -2235
1.88233, -1845, -2068, -1789
1.88805, -2175, -2175, -2230
1.89375, -2014, -2461, -2182
1.89948, -1896, -1896, -1896
1.90521, -2284, -2340, -2173
1.91098, -1933, -2486, -1988
1.91671, -1837, -2283, -2283
1.92245, -1837, -1948, -1781
1.92818, -2003, -2226, -2115
1.93391, -2061, -2229, -2229
1.93963, -1786, -2010, -1563
1.94535, -2176, -2176, -2343
1.95109, -2166, -2332, -2166
1.95682, -2117, -2395, -2005
1.96257, -1722, -1666, -1833
1.96829, -2118, -1839, -2062
1.97403, -2113, -2392, -2113
1.97979, -2106, -2217, -2217
1.98553, -1722, -1889, -1889
1.99132, -2096, -2372, -2096
1.99704, -2231, -2286, -2231
2.00279, -1777, -1889, -1777
2.00849, -2071, -2407, -2127
2.01422, -2225, -2280, -2336
2.01994, -2232, -2177, -2065
2.02566, -1784, -2175, -1784
2.03138, -2234, -2290, -2234
2.03713, -2218, -2273, -2162
2.04286, -1783, -2061, -1838
2.04858, -2175, -2342, -2175
2.0543, -2120, -2511, -2232
2.06005, -1834, -2167, -1945
2.06579, -2169, -2224, -1946
2.07149, -1901, -2292, -2237
2.07721, -2287, -2232, -2176
2.08299, -1879, -1934, -1768
2.08871, -1896, -2343, -2231
2.09444, -1948, -2115, -2060
2.10016, -1731, -2066, -1899
2.10588, -2175, -2175, -2119
2.1116, -2062, -1783, -2118
2.11733, -2173, -2229, -2229
2.12305, -1786, -1898, -1730
2.12875, -2125, -2349, -2125
2.13449, -2114, -2281, -2226
2.14022, -1838, -1894, -1894
2.14595, -2059, -2672, -2059
