0.587915, -4016, -4071, -4239
0.59365, -4674, -4841, -4674
0.59939, -4893, -4838, -4838
0.605134, -3945, -4056, -4056
0.610896, -4597, -4707, -4264
0.616626, -4623, -4568, -4790
0.622351, -3902, -4125, -4125
0.628068, -4801, -4968, -4745
0.633786, -4800, -4856, -4968
0.639523, -3949, -4005, -3894
0.64523, -4642, -5257, -4921
0.650952, -4741, -4964, -5020
0.656674, -4071, -4127, -4239
0.662389, -4803, -4971, -4803
0.668118, -3955, -4011, -4123
0.673831, -4860, -4916, -4860
0.67956, -4624, -4847, -4847
0.685278, -3907, -4130, -3907
0.690986, -4696, -4976, -4920
0.696724, -4616, -5117, -4894
0.702457, -3953, -4120, -3897
0.70818, -4852, -5019, -4852
0.713907, -4793, -4848, -4960
0.719654, -3887, -4054, -4110
0.725397, -4890, -5001, -5057
0.731149, -4827, -5105, -4938
0.736881, -3953, -4065, -4009
0.742617, -4785, -4840, -4896
0.748336, -5079, -4632, -4855
0.754046, -3912, -4080, -4080
0.759767, -4742, -4519, -4631
0.765493, -4515, -4961, -4905
0.7712, -4026, -4082, -3970
0.77693, -4735, -5069, -4791
0.782685, -4825, -4936, -4991
0.788388, -3973, -4533, -4365
0.794121, -4787, -5121, -4899
0.79984, -4074, -4241, -4186
0.805551, -4917, -4973, -4973
0.811258, -4866, -4642, -4978
0.816991, -4119, -3952, -4175
0.82272, -4792, -4569, -4847
0.828431, -4806, -5029, -4918
0.834149, -3851, -4130, -4074
0.839874, -4794, -5017, -4905
0.8456, -4849, -5016, -4961
0.851336, -3895, -4285, -3840
0.857063, -4737, -5238, -5015
0.862789, -4794, -4849, -4961
0.868486, -4201, -4201, -4369
0.874226, -4893, -4837, -4893
0.879955, -4791, -4958, -4791
0.885686, -4065, -4232, -4121
0.891411, -4962, -4572, -4181
0.897141, -4734, -5291, -5012
0.902887, -3833, -4055, -3999
0.908624, -4895, -5007, -5007
0.914324, -3976, -4144, -3976
0.920074, -4829, -4940, -4940
0.925799, -4906, -4962, -5074
0.931541, -4001, -4057, -4279
0.937269, -4792, -4903, -5015
0.943005, -4785, -4841, -4841
0.948726, -3961, -4184, -4072
0.954469, -4723, -4890, -4946
0.960196, -4792, -4179, -4569
0.965916, -4017, -4408, -4129
0.971657, -4893, -5059, -4893
0.977417, -4654, -4820, -4599
0.983152, -4118, -4285, -4007
0.988896, -4668, -5057, -4834
0.994627, -4789, -4956, -5067
1.00035, -4015, -4182, -4349
1.00609, -4840, -5007, -4895
1.01183, -4833, -4999, -4888
1.01759, -3994, -3939, -3939
1.02332, -4838, -4672, -4950
1.02905, -4965, -4965, -4686
1.03476, -4020, -4243, -4076
1.04047, -4640, -5032, -4752
1.04619, -4070, -4182, -4014
1.05192, -4735, -5069, -4735
1.05764, -4799, -5022, -4967
1.06337, -4013, -4180, -4180
1.0691, -4793, -4904, -5238
1.0748, -4871, -5095, -4871
1.08051, -4246, -4134, -4023
1.08623, -4856, -4745, -4745
1.09194, -4804, -4971, -4915
1.09768, -3949, -3949, -4005
1.10339, -5026, -4971, -4971
1.10911, -4575, -4966, -4799
1.11483, -4020, -4299, -4132
1.12057, -4725, -4892, -4391
1.12627, -4868, -5036, -4868
1.13199, -4022, -4190, -4078
1.1377, -4912, -4968, -5079
1.14343, -4071, -4238, -4182
1.15114, -4883, -4842, -4759
1.15697, -4763, -4927, -4818
1.16269, -3962, -4018, -4129
1.16839, -4816, -4928, -4704
1.17411, -4799, -4743, -4687
1.17984, -3896, -4174, -4063
1.18556, -4797, -4852, -4741
1.19129, -4794, -4961, -4794
1.19702, -3956, -4012, -4012
1.20273, -4861, -5029, -4917
1.20844, -4022, -4077, -4301
1.21419, -4774, -4885, -4996
1.21996, -4646, -4812, -4756
1.22569, -4016, -3905, -3793
1.23142, -4566, -4566, -4288
1.23712, -4027, -3971, -4083
1.24287, -3055, -3111, -3166
1.24858, -3352, -3407, -3743
1.2543, -3293, -3293, -3516
1.26002, -2621, -2565, -2844
1.26574, -2905, -3072, -3184
1.27146, -2901, -2957, -3013
1.27718, -2955, -2900, -3178
1.28289, -2513, -2402, -2569
1.28862, -2340, -2340, -2730
1.29434, -1898, -1954, -2345
1.30006, -1337, -1337, -1616
1.30578, -1394, -1283, -1673
1.31149, -1175, -895, -1399
1.31721, -725, -558, -1116
1.32294, -723, -612, -1113
1.32866, -557, -446, -892
1.33436, -503, -335, -671
1.34008, -614, -391, -838
1.34583, -444, -222, -721
1.35156, -389, -278, -667
1.35729, -278, -222, -501
1.36304, -388, -222, -555
1.36874, -335, -223, -615
1.37445, -335, -223, -559
1.38016, -223, -167, -447
1.38588, -334, -167, -390
1.39158, -280, -168, -448
1.3973, -279, -167, -446
1.403, -223, -223, -447
1.40874, -278, -278, -389
1.41446, -279, -111, -390
1.42018, -279, -223, -390
1.4259, -278, -223, -446
1.4316, -335, -223, -447
1.4373, -336, -224, -392
1.44302, -223, -167, -334
1.44873, -279, -223, -446
1.45444, -279, -223, -502
1.46021, -332, -166, -387
1.46594, -222, -222, -334
1.47165, -335, -111, -446
1.47737, -335, -223, -446
1.48308, -223, -167, -335
1.4888, -390, -111, -446
1.49452, -278, -167, -390
1.50022, -280, -224, -448
1.50592, -279, -167, -335
1.51164, -278, -223, -390
1.51735, -223, -223, -391
1.52309, -222, -167, -334
1.52878, -224, -224, -392
1.53449, -223, -223, -447
1.54018, -280, -224, -392
1.5459, -167, -111, -334
1.55163, -167, -223, -334
1.55734, -55, -167, -334
1.56304, -111, -111, -279
