3.05051, 98.6892
3.0563, 99.5773
3.06204, 100.413
3.06778, 101.261
3.07352, 101.996
3.07927, 102.638
3.08501, 103.281
3.09075, 103.838
3.09649, 104.351
3.10222, 104.864
3.10796, 105.234
3.11376, 105.601
3.11955, 105.812
3.1253, 106.025
3.13103, 106.289
3.13677, 106.38
3.14251, 106.416
3.14825, 106.552
3.15399, 106.492
3.15972, 106.46
3.16545, 106.359
3.17118, 106.15
3.17694, 105.975
3.18268, 105.657
3.18843, 105.322
3.19418, 104.921
3.19989, 104.584
3.20561, 104.065
3.21137, 103.643
3.21711, 102.914
3.22285, 102.379
3.22856, 101.742
3.2343, 100.934
3.24004, 100.286
3.2458, 99.4395
3.25155, 98.5797
3.2573, 97.6501
3.26303, 96.533
3.26876, 95.5497
3.2745, 94.5074
3.28024, 93.3804
3.28599, 92.3196
3.29172, 91.1494
3.29745, 89.9384
3.30318, 88.8058
3.30895, 87.445
3.3147, 86.2384
3.32045, 85.0115
3.3262, 83.716
3.33195, 82.4036
3.33769, 81.0584
3.34342, 79.801
3.34916, 78.4379
3.35491, 77.1164
3.36064, 75.7917
3.36644, 74.4196
3.37218, 73.0371
3.37792, 71.6569
3.38366, 70.2156
3.3894, 68.8355
3.39514, 67.3588
3.40087, 65.8699
3.40661, 64.4334
3.41233, 62.9899
3.41807, 61.5151
3.42381, 60.027
3.42963, 58.4956
3.43536, 57.0134
3.4411, 55.5663
3.44683, 54.0502
3.45256, 52.5246
3.45829, 51.0657
3.46404, 49.5712
3.46978, 48.0286
3.47553, 46.5467
3.48127, 45.0332
3.48701, 43.429
3.49277, 41.9411
3.49852, 40.4127
3.50429, 38.9126
3.51003, 37.3967
3.51576, 35.845
3.5215, 34.332
3.52725, 32.8036
3.53299, 31.2571
3.53872, 29.6989
3.54446, 28.1378
3.55021, 26.7087
3.55604, 25.1409
3.56177, 23.5948
3.56751, 22.0385
3.57324, 20.4547
3.57898, 18.8782
3.58472, 17.3421
3.59047, 15.7315
3.5962, 14.2217
3.60193, 12.7387
3.60766, 11.1723
3.61343, 9.56974
3.61921, 8.01582
3.62493, 6.38518
3.63066, 4.7822
3.6364, 3.25173
3.64215, 1.63254
3.6479, 0.070118
3.65363, -1.48174
3.65936, -2.95541
