1.69257, 82.7228
1.69836, 83.4104
1.70407, 84.1434
1.7098, 84.8844
1.71554, 85.4678
1.7213, 86.0021
1.72704, 86.3657
1.73275, 86.7179
1.73852, 87.0426
1.74425, 87.3298
1.74998, 87.6177
1.75573, 87.7558
1.76146, 87.9671
1.76718, 88.0342
1.77292, 88.0882
1.77866, 88.0539
1.7844, 87.9892
1.79017, 87.9168
1.79591, 87.6972
1.80166, 87.4824
1.8074, 87.1521
1.81312, 86.838
1.81885, 86.4546
1.82458, 85.9819
1.83031, 85.4511
1.83603, 84.8755
1.84177, 84.1555
1.84751, 83.529
1.85324, 82.6876
1.85898, 81.9998
1.86469, 81.1704
1.8704, 80.3372
1.87615, 79.3677
1.88188, 78.4823
1.8876, 77.3968
1.89333, 76.4301
1.89907, 75.3407
1.90479, 74.2816
1.91052, 73.1516
1.91625, 71.9946
1.92198, 70.8026
1.9277, 69.6038
1.93341, 68.3548
1.93915, 67.1192
1.94489, 65.7762
1.95061, 64.5205
1.95634, 63.2333
1.96207, 61.9235
1.9678, 60.5925
1.97352, 59.2889
1.97924, 57.9186
1.98496, 56.5798
1.99068, 55.2042
1.99642, 53.8469
2.00214, 52.4697
2.00787, 51.0816
2.01358, 49.6762
2.0193, 48.2584
2.02504, 46.8338
2.03076, 45.3628
2.03649, 43.9623
2.0422, 42.5244
2.04794, 41.0542
2.05367, 39.6394
2.0594, 38.2127
2.06515, 36.7535
2.07092, 35.2642
2.07665, 33.8273
2.08239, 32.3593
2.08811, 30.9138
2.09381, 29.4649
2.09957, 27.9301
2.10532, 26.3626
2.11106, 24.832
2.1168, 23.3258
2.12255, 21.9924
2.12832, 20.4184
2.1341, 19.3177
2.13984, 17.7447
2.14557, 16.4083
2.15131, 15.1536
2.15702, 14.2761
2.16278, 13.1172
2.16855, 11.9514
2.17428, 11.0375
2.18003, 10.0073
2.18577, 9.08135
2.19149, 8.29514
2.19721, 7.44298
2.20296, 6.6249
2.20867, 5.92126
2.21442, 5.30561
2.22016, 4.67393
2.22587, 4.19453
2.23158, 3.64091
2.23734, 3.19632
2.24307, 2.87615
2.24882, 2.53874
2.25455, 2.33401
2.26027, 2.14861
2.26602, 1.92007
2.27177, 1.83558
2.27752, 1.75162
2.28326, 1.75781
2.28897, 1.76397
2.2947, 1.71121
2.30042, 1.7538
2.30615, 1.70838
2.31189, 1.68993
2.31761, 1.71302
2.32333, 1.65301
2.32904, 1.6247
2.33478, 1.57774
2.34051, 1.51888
2.34623, 1.47568
2.35196, 1.42355
2.3577, 1.36411
2.36344, 1.31252
2.36917, 1.24438
2.3749, 1.18637
2.38062, 1.12459
2.38636, 1.06904
2.3921, 1.00836
2.39782, 0.953515
2.40355, 0.853173
2.40929, 0.801958
2.41504, 0.759984
2.42076, 0.719889
2.42649, 0.676334
2.43221, 0.64392
2.43795, 0.612825
2.44368, 0.585982
2.44945, 0.562137
2.45519, 0.543144
2.46092, 0.486953
2.46666, 0.482993
2.47238, 0.47922
2.47809, 0.483642
2.48383, 0.48843
2.48955, 0.491983
2.49527, 0.498514
2.50101, 0.505049
2.50674, 0.508964
2.51248, 0.512876
2.51821, 0.515567
2.52395, 0.519654
2.52967, 0.523213
2.53542, 0.516091
2.54115, 0.532752
2.54689, 0.523193
2.55262, 0.527277
2.55835, 0.528218
2.56406, 0.528981
2.56979, 0.53097
2.57551, 0.53313
2.58122, 0.533719
2.58694, 0.538321
2.59266, 0.539782
2.59837, 0.543157
2.6041, 0.547069
2.60984, 0.549409
2.61557, 0.553146
2.62128, 0.555652
2.627, 0.557639
2.63275, 0.558582
2.63848, 0.559173
2.64419, 0.560284
2.64993, 0.561401
2.65566, 0.562692
2.66138, 0.560841
2.66711, 0.559859
2.67285, 0.557653
2.6786, 0.556492
2.68432, 0.55621
2.69005, 0.555927
2.69578, 0.555295
2.70149, 0.553794
2.70722, 0.554734
2.71294, 0.55271
2.71868, 0.552953
2.72442, 0.553194
2.73018, 0.552558
2.7368, 0.553243
2.74262, 0.55278
2.74835, 0.553896
2.75409, 0.554838
2.75983, 0.554905
2.76555, 0.554274
2.77129, 0.553816
2.77703, 0.554058
2.78277, 0.553774
2.7885, 0.553666
2.79425, 0.553383
2.79997, 0.554497
2.8057, 0.555088
2.81144, 0.55533
2.81718, 0.555222
2.82288, 0.555984
2.82862, 0.555702
2.83435, 0.556467
2.84005, 0.556708
2.84579, 0.5566
2.85154, 0.556842
2.85728, 0.556208
2.86303, 0.555049
2.86878, 0.555292
2.87451, 0.555184
2.88022, 0.555424
2.88597, 0.555667
2.89171, 0.555033
2.89743, 0.554925
2.90316, 0.555167
2.90889, 0.555933
2.91463, 0.555474
2.92035, 0.555367
2.92606, 0.554736
2.93179, 0.55428
2.93751, 0.554172
2.94322, 0.554934
2.94898, 0.554298
2.95473, 0.55419
2.96045, 0.553908
2.96617, 0.553974
2.97189, 0.554215
2.97763, 0.553932
2.98336, 0.554348
2.98909, 0.553716
2.99482, 0.553608
3.00054, 0.553501
3.00629, 0.553568
3.01201, 0.552937
3.01777, 0.553004
3.02349, 0.553245
3.02922, 0.553835
3.03495, 0.553553
3.04068, 0.553619
3.0464, 0.554035
3.05213, 0.554102
3.05786, 0.554867
3.0636, 0.555109
3.06936, 0.555176
3.07509, 0.555942
3.08082, 0.556184
3.08653, 0.556424
3.09226, 0.557015
3.09801, 0.555857
3.10373, 0.555923
3.10946, 0.556688
3.11519, 0.557105
3.12092, 0.557696
3.12666, 0.557413
3.13237, 0.55835
3.13811, 0.558592
3.14383, 0.559008
3.14954, 0.5589
3.15529, 0.559318
3.16103, 0.560085
3.16675, 0.559977
3.1725, 0.560044
3.17824, 0.559936
3.18397, 0.560003
3.1897, 0.559545
3.19545, 0.559612
3.20119, 0.559679
3.20692, 0.559048
3.21265, 0.558241
3.21838, 0.558483
3.22414, 0.558725
3.22987, 0.559316
3.2356, 0.559208
3.24131, 0.559275
3.24704, 0.559865
3.25277, 0.560457
3.25848, 0.561742
3.26422, 0.561809
3.26997, 0.561701
3.27572, 0.561592
3.28146, 0.562184
3.28718, 0.562426
3.29291, 0.562318
3.29862, 0.562559
3.30435, 0.562101
3.31008, 0.562517
3.31581, 0.562584
3.32154, 0.563175
3.32727, 0.564115
3.33299, 0.564356
3.33872, 0.564248
