I2C Success
Calibration Finish:-66.371
Main Start
-0.0502857
-0.0502857
0.134929
0.165798
0.0423215
-0.0811548
-0.0811548
-0.173762
-0.173762
-0.142893
0.0423215
0.10406
0.0423215
0.0423215
0.0114524
0.0423215
-0.0194166
-0.112024
-0.173762
-0.0194166
0.0731905
0.0114524
-0.0502857
-0.173762
-0.112024
-0.142893
-0.173762
-0.0502857
-0.0194166
-0.0502857
-0.112024
-0.0502857
0.0114524
0.0423215
-0.0502857
-0.204631
-0.2355
-0.2355
-0.297238
-0.204631
-0.173762
-0.0502857
-0.0502857
-0.0811548
-0.0811548
-0.173762
-0.173762
-0.0811548
-0.173762
-0.173762
-0.112024
-0.0502857
0.0114524
0.165798
0.165798
0.0423215
0.0423215
0.0731905
0.0114524
-0.0811548
-0.0194166
0.165798
0.0423215
-0.0502857
-0.112024
0.0423215
0.165798
0.0731905
-0.0194166
0.0114524
0.0731905
0.0114524
0.0423215
0.10406
0.0423215
0.0423215
0.196667
0.10406
0.134929
0.0423215
-0.0502857
-0.112024
-0.0194166
0.134929
0.0423215
-0.142893
-0.266369
-0.112024
0.0423215
0.0731905
0.0731905
0.0423215
0.0423215
0.0423215
0.10406
0.134929
0.0114524
-0.0194166
-0.0194166
-0.0194166
-0.112024
-0.0811548
0.0423215
0.0731905
0.0114524
-0.0194166
-0.0194166
-0.0502857
-0.112024
-0.0194166
0.0114524
0.0114524
0.0423215
-0.0194166
-0.0502857
-0.0811548
-0.0811548
-0.112024
-0.0811548
-0.112024
-0.112024
-0.0194166
0.0114524
-0.0502857
-0.0811548
-0.0811548
0.0114524
-0.0502857
0.0423215
0.134929
0.0731905
0.0731905
-0.0194166
-0.0811548
0.0114524
0.0114524
-0.0194166
-0.142893
-0.204631
-0.173762
0.0114524
0.134929
0.196667
0.165798
0.0731905
0.0114524
0.0731905
0.0731905
0.0423215
0.165798
0.227536
0.0731905
-0.0194166
0.0423215
0.10406
0.0114524
0.196667
0.196667
0.0731905
0.0423215
0.0114524
-0.0194166
-0.0194166
0.0114524
0.0114524
-0.0811548
0.0731905
0.165798
0.10406
-0.0194166
-0.0502857
-0.0502857
0.0731905
0.10406
0.134929
0.0423215
-0.112024
-0.173762
-0.0502857
-0.112024
-0.0502857
-0.0502857
-0.0502857
0.0114524
-0.0194166
-0.0502857
0.0731905
0.0114524
-0.0502857
0.0114524
0.0423215
0.0114524
-0.0194166
-0.0502857
-0.0502857
0.0114524
0.0423215
0.0114524
-0.204631
-0.204631
-0.204631
-0.112024
-0.142893
-0.112024
-0.173762
-0.142893
-0.112024
-0.0502857
-0.0194166
-0.112024
-0.0811548
-0.0811548
-0.142893
-0.0811548
-0.173762
-0.0811548
-0.0502857
0.0114524
0.0114524
-0.142893
-0.142893
-0.0194166
-0.112024
-0.204631
-0.2355
-0.0811548
-0.0194166
0.0114524
0.0114524
-0.0194166
-0.0502857
0.0114524
0.0731905
0.10406
0.0423215
-0.112024
-0.112024
-0.0502857
0.0114524
-0.112024
-0.173762
-0.112024
-0.112024
-0.0811548
-0.112024
-0.0502857
0.0423215
0.134929
0.134929
0.0114524
-0.0194166
-0.0502857
-0.0194166
-0.0194166
-0.0502857
0.0114524
0.0423215
0.0423215
-0.0502857
-0.142893
-0.0502857
0.10406
0.0423215
-0.0194166
-0.142893
-0.204631
0.0114524
0.134929
0.0423215
-0.0502857
-0.0194166
-0.0194166
0.10406
0.196667
0.196667
0.134929
0.0423215
0.134929
0.196667
0.134929
0.10406
-0.0194166
-0.0811548
-0.0502857
-0.0194166
0.10406
0.165798
0.0731905
0.0423215
0.10406
0.0731905
0.0114524
0.0423215
0.0731905
-0.0502857
-0.204631
-0.0811548
0.0423215
0.10406
0.0731905
0.0114524
0.134929
0.196667
0.196667
0.134929
0.0423215
0.10406
-0.0194166
-0.0194166
0.0423215
0.0731905
-0.0194166
-0.0811548
-0.112024
-0.0811548
-0.0811548
-0.0194166
-0.173762
-0.0194166
-0.0194166
-0.0194166
-0.0811548
0.10406
0.10406
0.0423215
-0.0194166
-0.0502857
-0.0811548
-0.0811548
-0.0194166
0.0114524
-0.0502857
-0.112024
0.0114524
-0.0194166
-0.0811548
-0.112024
-0.0194166
0.0731905
0.0423215
0.0114524
-0.0502857
-0.0502857
-0.112024
0.0731905
0.0731905
0.0114524
-0.142893
-0.112024
0.0423215
0.10406
0.0731905
0.10406
0.134929
0.0731905
-0.0811548
-0.142893
-0.0811548
0.0423215
0.0423215
0.0423215
0.0114524
-0.0502857
0.0423215
0.0423215
0.10406
0.0731905
-0.0502857
-0.0502857
-0.0502857
-0.112024
-0.142893
-0.112024
-0.0502857
-0.0194166
0.0114524
-0.0194166
-0.0811548
-0.0811548
-0.0502857
-0.112024
-0.0811548
-0.0194166
0.0423215
0.0114524
-0.0502857
-0.112024
-0.266369
-0.204631
-0.112024
-0.173762
-0.112024
-0.142893
-0.0811548
-0.0502857
0.0423215
0.10406
0.0114524
-0.0502857
-0.0502857
0.0423215
0.10406
0.0114524
-0.0194166
-0.0811548
-0.266369
-0.328107
-0.142893
0.0423215
0.0114524
0.0423215
-0.0194166
-0.0194166
-0.0194166
-0.0194166
0.0731905
0.227536
0.0731905
-0.0194166
-0.0194166
0.0423215
0.0423215
0.10406
0.134929
0.134929
0.165798
0.165798
0.196667
0.165798
-0.0502857
-0.0194166
0.0423215
0.0114524
0.134929
