I2C Success
Calibration Finish:-67.061
Main Start
-0.120439
-0.0287108
-0.0592868
0.00186513
0.093593
0.154745
0.0630171
-0.151015
-0.242743
-0.242743
0.00186513
0.093593
0.00186513
-0.151015
-0.181591
-0.120439
-0.0287108
0.0324411
0.093593
0.0630171
0.0630171
0.0324411
-0.151015
-0.0592868
-0.0287108
-0.0287108
-0.120439
-0.0287108
0.0324411
0.093593
0.093593
-0.0592868
-0.151015
-0.212167
-0.0898628
0.00186513
0.124169
0.0324411
0.0324411
0.093593
0.0630171
-0.0287108
-0.0592868
-0.0898628
0.00186513
0.124169
0.154745
0.00186513
0.00186513
0.0630171
0.0630171
0.0324411
0.00186513
-0.0592868
-0.0592868
-0.0287108
-0.0287108
0.0324411
0.093593
0.093593
0.093593
0.0324411
0.0324411
0.093593
0.154745
0.185321
0.185321
0.0630171
0.0324411
0.093593
0.154745
0.093593
0.0630171
0.00186513
-0.0592868
-0.120439
0.00186513
0.124169
0.0324411
0.00186513
0.0630171
-0.0287108
-0.0287108
-0.0592868
-0.0287108
0.0324411
0.0324411
0.0630171
-0.0592868
-0.181591
-0.151015
-0.151015
-0.120439
-0.0592868
0.00186513
0.0324411
0.0324411
0.00186513
0.0324411
-0.0592868
-0.181591
-0.120439
-0.0287108
-0.151015
-0.120439
0.00186513
-0.0287108
-0.151015
-0.0898628
-0.0287108
0.00186513
0.0324411
-0.0287108
-0.0898628
-0.151015
0.00186513
0.0630171
0.0630171
0.0324411
0.0324411
-0.0287108
-0.0592868
-0.0592868
-0.0592868
-0.0592868
-0.0592868
0.0324411
0.0324411
-0.0287108
0.00186513
-0.0592868
-0.151015
-0.0898628
0.00186513
0.00186513
-0.0898628
-0.120439
-0.0287108
0.00186513
-0.0592868
0.00186513
-0.151015
-0.0898628
0.00186513
0.0630171
0.00186513
-0.0287108
-0.0592868
-0.0898628
-0.0898628
-0.0287108
0.185321
0.215897
0.277049
0.185321
0.093593
-0.120439
-0.0592868
0.00186513
0.124169
0.093593
0.093593
0.093593
0.00186513
0.185321
0.185321
0.124169
0.215897
0.215897
0.185321
0.124169
0.124169
0.124169
0.0630171
-0.0287108
-0.120439
-0.120439
-0.0898628
0.00186513
0.0324411
-0.0898628
-0.120439
-0.0898628
0.00186513
0.0630171
0.0324411
-0.0287108
-0.0898628
-0.0287108
-0.0287108
0.00186513
0.0324411
-0.0287108
-0.0592868
0.00186513
0.0630171
0.0324411
0.00186513
0.0324411
0.0324411
0.0630171
0.0324411
-0.0287108
0.0324411
0.093593
-0.0287108
0.0630171
0.215897
0.215897
0.124169
-0.0287108
-0.151015
-0.0287108
0.00186513
-0.0287108
0.0324411
0.0630171
-0.0287108
0.00186513
0.0630171
-0.0287108
-0.181591
-0.242743
0.00186513
0.124169
0.0630171
-0.0592868
-0.120439
-0.0898628
-0.0287108
-0.0287108
-0.0287108
-0.120439
0.0324411
0.124169
0.154745
0.0630171
0.00186513
-0.0287108
-0.0287108
-0.0287108
-0.0287108
-0.0592868
-0.120439
-0.0898628
-0.0898628
-0.0592868
0.0324411
0.0324411
0.00186513
-0.0287108
-0.0898628
-0.0592868
-0.0287108
-0.0287108
0.00186513
-0.0592868
-0.120439
-0.0287108
0.124169
0.00186513
-0.0592868
-0.0898628
-0.0287108
0.0324411
0.0324411
-0.0287108
-0.151015
-0.0898628
0.0324411
0.154745
0.215897
0.0630171
0.0630171
0.0324411
0.0324411
-0.0287108
-0.0898628
-0.0592868
0.0324411
0.0630171
0.00186513
-0.0898628
-0.0592868
0.0324411
0.0324411
0.093593
0.0324411
0.00186513
-0.0287108
0.00186513
0.093593
0.124169
0.0324411
-0.0287108
-0.0592868
-0.0287108
0.0324411
0.0630171
-0.0287108
0.00186513
0.0324411
0.0630171
-0.0592868
-0.0592868
0.00186513
-0.0287108
-0.0592868
-0.0287108
-0.0592868
-0.0592868
0.0324411
0.093593
-0.0898628
-0.120439
-0.120439
0.154745
0.124169
0.185321
0.154745
0.0324411
0.00186513
0.0324411
-0.0287108
0.00186513
0.124169
0.093593
0.0630171
